locale;category_id;name;name_slug;singular_name;singular_name_slug
es_ES;b120b2e7-3b94-4269-bb0a-b370f26f5baa;Licuadoras;licuadoras;;
es_ES;b72ffb24-19f9-4703-9764-fc628feca471;Robots de cocina;robots-de-cocina;;
es_ES;0004d525-dea2-40be-ae51-3c02204f9d62;Tostadoras;tostadoras;;
es_ES;b4ecbc4d-a328-4268-bc6b-05d7062f21c5;Exprimidores;exprimidores;;
es_ES;b0f3ee12-9040-4735-82b0-0fbaf8711314;Sandwicheras;sandwicheras;;
es_ES;8744e36a-27e8-4835-84f9-34ebafc4a7f2;Ollas Eléctricas;ollas-electricas;;
es_ES;d0221a2e-490f-4c47-8d26-41e9aaaab02c;Lavadoras;lavadoras;;
es_ES;c11d6359-f83d-490a-ba19-4833fecd9d19;Cepillos de dientes eléctricos;cepillos-de-dientes-electricos;;
es_ES;87b46ad8-25df-407a-8aec-3bb5bc58a698;Purificadores de agua;purificadores-de-agua;;
es_ES;329242e2-b78a-4e95-8a2b-79611094711f;Arduino;arduino;;
es_ES;ac16a987-328e-4eaf-b931-925d0f2fcadd;Planchas y Centros de Planchado;planchas-y-centros-de-planchado;;
es_ES;de5172a1-4d4f-489c-975b-ddd3627acbc8;Robot Aspirador;robot-aspirador;;
es_ES;60828eb3-40a1-4120-9ad6-b988a4b34d3f;Libros electrónicos / Ebooks;libros-electronicos-ebooks;;
es_ES;aee47fa0-5f0b-4256-a3a7-e6f3d13cc15b;Accesorios Ebooks;accesorios-ebooks;;
es_ES;bb77e800-cd6a-4b8b-9f61-5dc729b15edc;Teléfonos fijos inalámbricos y de sobremesa;telefonos-fijos-inalambricos-y-de-sobremesa;;
es_ES;77a4f500-7b8e-43f9-bd69-4ca975fc7ee1;Vaporetas y limpieza a vapor;vaporetas-y-limpieza-a-vapor;;
es_ES;d33b553a-8b4c-4d09-9f07-46eabecb491c;Frigoríficos;frigorificos;;
es_ES;b45515ab-fe1d-4dc8-81d3-ea539c777bc7;Cápsulas Para Cafeteras;capsulas-para-cafeteras;;
es_ES;9e25b27c-95c8-40a5-af37-036e5bac87f0;Panificadoras;panificadoras;;
es_ES;6adc4d78-b88e-46b0-acce-b8cf5a9c519b;Básculas de Cocina;basculas-de-cocina;;
es_ES;75071537-c33e-462a-9370-c3272a5ad664;Secadoras;secadoras;;
es_ES;96a098cb-4256-498a-a5ab-bd08fcbce5cc;Picadoras;picadoras;;
es_ES;82ca220e-8f01-4ee6-889e-e91bf2cc1f1c;Hervidoras;hervidoras;;
es_ES;fa3da4e8-4eea-414e-8b44-92a26f958fe3;Lavavajillas;lavavajillas;;
es_ES;c0843892-e733-4e2d-8dcd-a0f8ca618b35;Lavasecadoras;lavasecadoras;;
es_ES;1c89d155-72be-4267-b922-55439f4dbd5b;Congeladores;congeladores;;
es_ES;ac0a4e7e-4653-4569-8c01-5603385692aa;Cortafiambres;cortafiambres;;
es_ES;47f1085c-17bc-4e3c-a9f5-511aca82be50;Campanas Extractoras;campanas-extractoras;;
es_ES;7bb0a0ba-891b-4a1a-94c8-ac7f4df8d438;Anillos inteligentes;anillos-inteligentes;;
es_ES;0e946f58-3cf1-49ba-b3fb-6d979240d9a2;Hornos;hornos;;
es_ES;de40e689-05a9-48aa-ba12-db84369358ed;Cocinas;cocinas;;
es_ES;298af9d2-bf00-491e-b515-dfbd4a55356b;Calentadores y Termos;calentadores-y-termos;;
es_ES;9668e41a-7aa1-49e0-9db4-b2d20c89cef8;Mandos a Distancia;mandos-a-distancia;;
es_ES;b7df0eb5-f682-42ed-86fd-36a8eecc1a28;Accesorios Drones;accesorios-drones;;
es_ES;c338c0ed-1eb9-421e-ad05-e34f1ea9895f;Destructoras Papel;destructoras-papel;;
es_ES;b243b31b-095a-4066-bbae-c614b560675b;Braseros;braseros;;
es_ES;1f021b3c-1efe-4184-85f9-e723713ee9d9;Aire Acondicionado;aire-acondicionado;;
es_ES;4e08bd73-1f65-45d7-a46f-47d581ac8874;Ventiladores Hogar;ventiladores-hogar;;
es_ES;3ff2f698-a6ea-4c12-b7d3-2ee0d8217557;Radiadores Eléctricos;radiadores-electricos;;
es_ES;7deb62e9-2657-40f8-ad62-5fa492340f99;Estufas;estufas;;
es_ES;e43bbb35-ab86-40f4-9247-facd8f834da3;Tratamiento del aire;tratamiento-del-aire;;
es_ES;f38fdba1-130e-4230-aa2c-46ce5feb4b1c;Climatización;climatizacion;;
es_ES;c63f7a8f-ef0c-400b-bab5-fa372a6f4ad4;Calefactores;calefactores;;
es_ES;2fcea6cd-ee1d-41b7-b750-23d2dfd5e426;Domótica;domotica;;
es_ES;7cc12570-f0e1-4e39-9796-a22fa4ed14ef;Ahorro energético;ahorro-energetico;;
es_ES;b0e28592-6494-4838-985d-0fcd0480e7e9;Accesorios PS5;accesorios-ps5;;
es_ES;66ddcc03-61ff-44f1-b56b-48e0ecf51bf9;RadioControl;radiocontrol;;
es_ES;17afcb9a-af82-4acb-aea1-d09ff887e381;Puntos de Acceso;puntos-de-acceso;;
es_ES;1dd469a6-738b-46a7-8bbd-f70bf81ef52f;Routers;routers;;
es_ES;e6c892df-e0a5-4a51-a136-1f3c542cb211;Focos;focos;;
es_ES;b07542b1-6d22-43c7-870f-12ddf5f4a7f6;Tarjetas de Red;tarjetas-de-red;;
es_ES;2c6569d7-9e27-49fa-9973-064ba23b1ade;Armarios Rack;armarios-rack;;
es_ES;a4f95027-4c0a-4720-a5a0-b72da82627fa;Adaptadores USB Red;adaptadores-usb-red;;
es_ES;cae4f84b-97f1-4b76-bd3b-d6cd7e122c1b;Antenas;antenas;;
es_ES;d507a3e4-7710-4d88-a35e-8edfb5a202eb;Cámaras IP;camaras-ip;;
es_ES;6f48de15-aea9-41f7-89b9-f6146e76b55d;Paneles de Parcheo;paneles-de-parcheo;;
es_ES;0bfdd1ef-7b2d-4293-81e0-8612711040b9;Servidores Impresión;servidores-impresion;;
es_ES;2619086c-3e26-4b36-8abe-658574389981;VoIP;voip;;
es_ES;ebe77aad-1dd2-43d3-856f-88e68c0bc070;Cable WiFi Coaxial;cable-wifi-coaxial;;
es_ES;b67d82f6-e54a-4e5f-9af3-73262d3c5291;PSP/PS Vita;psp-ps-vita;;
pt_PT;e83a4715-dafb-4f65-8b33-dee2e4220cb1;Jogos de Imitação;jogos-de-imitacao;;
es_ES;86cbea41-265c-4a14-bb28-c1af35dae1e9;Videoconsolas Xbox 360;videoconsolas-xbox-360;;
es_ES;ac93f485-e44f-40b8-b21e-3744fb383e1f;Videoconsolas Nintendo Wii;videoconsolas-nintendo-wii;;
es_ES;28f368fc-e57c-46d2-b1a8-7edb8aa1ea28;Videoconsolas Xbox One;videoconsolas-xbox-one;;
es_ES;2ea54892-91af-48c4-ac4a-6af1c2412242;Videoconsolas Nintendo DS/3DS;videoconsolas-nintendo-ds-3ds;;
es_ES;9e05f0d2-7605-47db-b5ef-c4ca421d7ebf;Bobinas de Filamento;bobinas-de-filamento;;
es_ES;f00f922c-7ccb-40ba-8949-1be4e70154da;CD/DVD;cd-dvd;;
es_ES;f91ba66d-ef00-460d-9652-33d99aca5591;Papel para impresora;papel-para-impresora;;
es_ES;f2fbd8b4-8605-4280-aab2-543067fb6e23;Cables HDMI;cables-hdmi;;
es_ES;a6a2c0a3-3f4a-4eef-93d6-3d687faafeaa;Cables DVI;cables-dvi;;
es_ES;74081fcf-75ed-4ce6-bb96-d6bf10d71f30;Cables Audio/Vídeo;cables-audio-video;;
es_ES;a2e7e478-ddc8-407f-9c18-b98823d41083;KVM Switchs y cables;kvm-switchs-y-cables;;
es_ES;f08d41f3-c37c-4243-9082-2e28d411689f;Cables Duplicadores VGA/DVI/HDMI;cables-duplicadores-vga-dvi-hdmi;;
es_ES;52a07822-afff-48e6-9f30-3cb4306754fc;Altavoces iPhone;altavoces-iphone;;
es_ES;190f5609-784f-48d2-89c0-927551e5710d;Accesorios iPhone;accesorios-iphone;;
es_ES;393c06ff-1630-4ee8-80d9-f62f8ddf0242;Moviles IPhone;moviles-iphone;;
es_ES;6580418b-ce5b-4a58-8898-d112d3a8ec5d;Smart Nursery;smart-nursery;;
es_ES;856dc32b-334e-4bd8-afea-ee174022feb7;Enchufes Inteligentes;enchufes-inteligentes;;
